lead_id,fecha_registro,canal,empresa_id,punto_venta_id,modelo_cotizado,precio_lista,horas_al_primer_contacto,numero_contactos,manifesto_cuota_inicial,forma_pago_declarada,pidio_cita,desenlace
HX-00206,2026-03-29,WhatsApp,EMP-02,PV-006,Bajaj Discover 125,6990000,2,4,NO,no_informa,NO,Cerrado
HX-00207,2026-07-18,WhatsApp,EMP-01,PV-001,Suzuki V-Strom 250,21900000,16,4,NO_INFORMA,credito,NO,Perdido
HX-00208,2026-03-28,WhatsApp,EMP-03,PV-012,Bajaj Pulsar NS 160,11290000,4,2,NO,no_informa,NO,Perdido
HX-00209,2026-03-10,WhatsApp,EMP-03,PV-013,Honda XR 150L,11490000,24,3,SI,no_informa,NO,Perdido
HX-00210,2026-07-26,Formulario Web,EMP-03,PV-015,Hero Xpulse 200,14990000,72,5,NO,credito,NO,Perdido
HX-00211,2026-06-19,Meta Ads,EMP-01,PV-003,Bajaj Pulsar NS 125,8990000,2,6,NO,credito,SI,Perdido
HX-00212,2026-04-04,Formulario Web,EMP-03,PV-011,AKT Evo RS 150,7190000,24,6,NO_INFORMA,no_informa,SI,Perdido
HX-00213,2026-07-04,Meta Ads,EMP-01,PV-003,Suzuki V-Strom 250,21900000,24,6,SI,contado,NO,Perdido
HX-00214,2026-05-10,Formulario Web,EMP-01,PV-003,Bajaj Boxer CT 100,5790000,8,5,NO,credito,SI,Perdido
HX-00215,2026-03-18,WhatsApp,EMP-02,PV-008,Bajaj Discover 125,6990000,1,2,SI,contado,NO,Perdido
HX-00216,2026-05-25,WhatsApp,EMP-03,PV-015,Suzuki Gixxer 150,11990000,120,2,NO_INFORMA,credito,NO,Perdido
HX-00217,2026-03-30,WhatsApp,EMP-03,PV-012,Honda XR 150L,11490000,24,5,SI,no_informa,NO,Perdido
HX-00218,2026-03-04,Meta Ads,EMP-01,PV-002,Honda Dio 110,6890000,1,1,NO_INFORMA,contado,NO,Perdido
HX-00219,2026-03-20,Meta Ads,EMP-02,PV-006,Bajaj Pulsar NS 125,8990000,4,4,NO_INFORMA,credito,NO,Perdido
HX-00220,2026-03-08,WhatsApp,EMP-01,PV-004,Hero Xpulse 200,14990000,24,2,NO,no_informa,SI,Perdido
HX-00221,2026-04-22,WhatsApp,EMP-01,PV-005,Bajaj Discover 125,6990000,,0,SI,credito,NO,Sin gestión
HX-00222,2026-05-05,Meta Ads,EMP-03,PV-014,Bajaj Pulsar NS 125,8990000,48,7,SI,no_informa,NO,Perdido
HX-00223,2026-03-12,WhatsApp,EMP-01,PV-003,Bajaj Pulsar RS 200,15490000,4,1,SI,no_informa,NO,Perdido
HX-00224,2026-06-23,Formulario Web,EMP-02,PV-008,Bajaj Pulsar RS 200,15490000,1,7,NO_INFORMA,credito,SI,Perdido
HX-00225,2026-03-25,Formulario Web,EMP-03,PV-011,Honda Navi,7290000,24,6,SI,no_informa,SI,Perdido
HX-00226,2026-07-24,WhatsApp,EMP-03,PV-014,Suzuki GN 125,7490000,8,6,NO,credito,NO,Perdido
HX-00227,2026-03-06,Formulario Web,EMP-02,PV-010,AKT Evo RS 150,7190000,0.5,6,NO_INFORMA,credito,NO,Perdido
HX-00228,2026-07-21,WhatsApp,EMP-02,PV-008,Suzuki Best 125,6590000,1,3,SI,credito,NO,Cerrado
HX-00229,2026-06-01,WhatsApp,EMP-01,PV-001,Hero Xpulse 200,14990000,16,4,NO_INFORMA,contado,SI,Perdido
HX-00230,2026-03-03,Meta Ads,EMP-01,PV-004,Bajaj Dominar 400,24900000,1,4,SI,credito,SI,Perdido
HX-00231,2026-04-23,WhatsApp,EMP-02,PV-006,Suzuki GN 125,7490000,,0,SI,contado,SI,Sin gestión
HX-00232,2026-03-24,WhatsApp,EMP-02,PV-006,Honda Dio 110,6890000,120,2,NO_INFORMA,credito,NO,Perdido
HX-00233,2026-07-09,WhatsApp,EMP-01,PV-004,Bajaj Discover 125,6990000,0.5,6,NO,credito,NO,Perdido
HX-00234,2026-07-16,Meta Ads,EMP-02,PV-006,Suzuki V-Strom 250,21900000,72,3,SI,credito,NO,Cerrado
HX-00235,2026-05-19,Meta Ads,EMP-01,PV-001,Suzuki GN 125,7490000,,0,SI,credito,NO,Sin gestión
HX-00236,2026-06-30,Formulario Web,EMP-03,PV-012,AKT NKD 125,5290000,48,7,SI,credito,NO,Perdido
HX-00237,2026-04-17,WhatsApp,EMP-01,PV-001,Bajaj Pulsar RS 200,15490000,4,2,NO,credito,SI,Perdido
HX-00238,2026-03-28,WhatsApp,EMP-03,PV-013,Honda XR 150L,11490000,24,1,NO,credito,NO,Perdido
HX-00239,2026-05-09,WhatsApp,EMP-03,PV-014,Hero Xpulse 200,14990000,8,4,NO,credito,SI,Perdido
HX-00240,2026-07-19,WhatsApp,EMP-02,PV-010,Honda Navi,7290000,1,5,SI,no_informa,NO,Perdido
HX-00241,2026-07-17,WhatsApp,EMP-02,PV-007,Bajaj Discover 125,6990000,4,1,SI,credito,NO,Perdido
HX-00242,2026-03-17,Meta Ads,EMP-01,PV-001,Hero Dash 110,6290000,48,5,SI,credito,SI,Perdido
HX-00243,2026-06-19,WhatsApp,EMP-02,PV-007,Hero Dash 110,6290000,0.5,4,NO,credito,SI,Perdido
HX-00244,2026-05-06,Meta Ads,EMP-03,PV-013,Suzuki Best 125,6590000,1,2,NO_INFORMA,credito,NO,Perdido
HX-00245,2026-05-24,Formulario Web,EMP-02,PV-007,Honda XRE 300,22900000,48,1,SI,contado,NO,Perdido
HX-00246,2026-06-27,WhatsApp,EMP-02,PV-010,Honda CB 125F Twister,7990000,48,2,NO_INFORMA,credito,SI,Perdido
HX-00247,2026-03-22,WhatsApp,EMP-02,PV-010,Honda XRE 300,22900000,1,4,SI,credito,NO,Perdido
HX-00248,2026-04-24,Meta Ads,EMP-03,PV-014,Hero Xpulse 200,14990000,4,7,NO,no_informa,NO,Perdido
HX-00249,2026-04-11,Meta Ads,EMP-03,PV-012,Honda Navi,7290000,24,1,SI,credito,SI,Perdido
HX-00250,2026-07-20,WhatsApp,EMP-01,PV-001,Suzuki Gixxer 150,11990000,4,6,NO_INFORMA,contado,NO,Perdido
HX-00251,2026-05-26,Meta Ads,EMP-02,PV-006,Bajaj Pulsar RS 200,15490000,8,4,NO,credito,NO,Perdido
HX-00252,2026-06-29,WhatsApp,EMP-03,PV-012,Hero Hunk 160R,10490000,8,4,SI,no_informa,SI,Perdido
HX-00253,2026-07-17,WhatsApp,EMP-01,PV-002,Hero Dash 110,6290000,120,2,NO,contado,SI,Perdido
HX-00254,2026-06-21,Meta Ads,EMP-02,PV-010,Bajaj Discover 125,6990000,0.5,4,NO_INFORMA,no_informa,SI,Perdido
HX-00255,2026-04-24,WhatsApp,EMP-01,PV-003,Bajaj Dominar 400,24900000,72,4,NO_INFORMA,credito,NO,Perdido
HX-00256,2026-04-06,Meta Ads,EMP-03,PV-014,Honda XR 150L,11490000,4,2,NO,credito,SI,Cerrado
HX-00257,2026-03-26,Formulario Web,EMP-02,PV-009,Suzuki V-Strom 250,21900000,1,5,NO_INFORMA,credito,NO,Perdido
HX-00258,2026-05-01,Formulario Web,EMP-01,PV-005,Hero Dash 110,6290000,72,5,NO_INFORMA,credito,NO,Perdido
HX-00259,2026-06-24,Meta Ads,EMP-01,PV-001,AKT Dynamic R3 125,5590000,48,7,SI,credito,NO,Perdido
HX-00260,2026-04-09,WhatsApp,EMP-02,PV-006,Honda XR 150L,11490000,72,3,SI,credito,NO,Perdido
HX-00261,2026-03-24,WhatsApp,EMP-03,PV-015,Suzuki Gixxer 150,11990000,72,2,NO,no_informa,SI,Perdido
HX-00262,2026-04-21,Meta Ads,EMP-01,PV-005,Bajaj Pulsar NS 125,8990000,8,5,SI,credito,NO,Perdido
HX-00263,2026-03-25,Meta Ads,EMP-03,PV-015,Honda Navi,7290000,16,1,NO_INFORMA,no_informa,SI,Perdido
HX-00264,2026-05-04,WhatsApp,EMP-03,PV-012,Suzuki Best 125,6590000,4,1,SI,no_informa,NO,Cerrado
HX-00265,2026-05-27,WhatsApp,EMP-02,PV-007,Hero Hunk 160R,10490000,16,7,NO,credito,SI,Perdido
HX-00266,2026-06-04,Meta Ads,EMP-02,PV-008,Hero Xpulse 200,14990000,16,2,SI,credito,NO,Perdido
HX-00267,2026-07-18,Meta Ads,EMP-02,PV-007,Honda CB 125F Twister,7990000,,0,NO,contado,NO,Sin gestión
HX-00268,2026-03-14,Formulario Web,EMP-03,PV-012,Hero Xpulse 200,14990000,0.5,6,NO_INFORMA,credito,NO,Perdido
HX-00269,2026-03-03,WhatsApp,EMP-02,PV-007,Honda CB 125F Twister,7990000,48,2,SI,credito,NO,Perdido
HX-00270,2026-04-29,Meta Ads,EMP-02,PV-010,AKT NKD 125,5290000,24,7,NO,credito,NO,Perdido
HX-00271,2026-03-22,WhatsApp,EMP-01,PV-004,Honda CB 190R,13990000,4,5,SI,no_informa,NO,Perdido
HX-00272,2026-05-29,WhatsApp,EMP-01,PV-003,Bajaj Dominar 400,24900000,2,6,NO_INFORMA,credito,SI,Perdido
HX-00273,2026-04-15,Formulario Web,EMP-02,PV-007,Honda XR 150L,11490000,,0,NO,credito,NO,Sin gestión
HX-00274,2026-03-22,Formulario Web,EMP-03,PV-013,Honda Dio 110,6890000,24,5,SI,no_informa,NO,Perdido
HX-00275,2026-05-16,WhatsApp,EMP-01,PV-005,Honda Dio 110,6890000,24,4,SI,contado,SI,Perdido
HX-00276,2026-03-10,Meta Ads,EMP-03,PV-013,Suzuki Gixxer 150,11990000,72,3,NO_INFORMA,credito,NO,Perdido
HX-00277,2026-06-25,WhatsApp,EMP-02,PV-007,Suzuki Best 125,6590000,8,7,SI,credito,NO,Perdido
HX-00278,2026-07-09,Meta Ads,EMP-03,PV-011,Honda Navi,7290000,,0,SI,credito,SI,Sin gestión
HX-00279,2026-04-09,WhatsApp,EMP-01,PV-002,Honda Dio 110,6890000,4,7,NO_INFORMA,credito,NO,Perdido
HX-00280,2026-07-16,Meta Ads,EMP-02,PV-006,AKT Dynamic R3 125,5590000,1,6,SI,credito,NO,Cerrado
HX-00281,2026-06-23,WhatsApp,EMP-02,PV-008,AKT NKD 125,5290000,24,1,NO_INFORMA,credito,SI,Perdido
HX-00282,2026-06-21,Meta Ads,EMP-01,PV-003,Bajaj Boxer CT 100,5790000,48,6,NO_INFORMA,credito,SI,Perdido
HX-00283,2026-05-10,WhatsApp,EMP-01,PV-001,AKT NKD 125,5290000,0.5,7,SI,credito,NO,Perdido
HX-00284,2026-04-05,Meta Ads,EMP-02,PV-009,Suzuki Best 125,6590000,48,2,NO_INFORMA,credito,NO,Perdido
HX-00285,2026-03-08,WhatsApp,EMP-03,PV-014,Honda XR 150L,11490000,,0,SI,contado,NO,Sin gestión
HX-00286,2026-03-17,Meta Ads,EMP-01,PV-005,Hero Hunk 160R,10490000,16,4,NO_INFORMA,credito,NO,Perdido
HX-00287,2026-04-19,Meta Ads,EMP-01,PV-001,Hero Xpulse 200,14990000,,0,SI,credito,NO,Sin gestión
HX-00288,2026-06-30,WhatsApp,EMP-02,PV-009,Bajaj Pulsar NS 160,11290000,4,6,NO,credito,NO,Perdido
HX-00289,2026-05-02,WhatsApp,EMP-03,PV-015,Bajaj Dominar 400,24900000,2,4,NO_INFORMA,no_informa,NO,Perdido
HX-00290,2026-03-06,WhatsApp,EMP-02,PV-009,Suzuki Gixxer 150,11990000,0.5,3,SI,no_informa,NO,Perdido
HX-00291,2026-03-16,Meta Ads,EMP-02,PV-007,Suzuki Best 125,6590000,1,5,SI,credito,NO,Perdido
HX-00292,2026-03-20,WhatsApp,EMP-03,PV-015,AKT TTR 200,9890000,120,7,NO,credito,NO,Perdido
HX-00293,2026-05-14,Meta Ads,EMP-03,PV-013,Bajaj Boxer CT 100,5790000,4,7,SI,credito,NO,Perdido
HX-00294,2026-07-06,Meta Ads,EMP-03,PV-011,Honda CB 125F Twister,7990000,24,5,NO_INFORMA,contado,NO,Perdido
HX-00295,2026-06-14,WhatsApp,EMP-01,PV-005,Hero Eco Deluxe 100,4990000,2,2,SI,credito,SI,Perdido
HX-00296,2026-04-16,WhatsApp,EMP-03,PV-015,Honda XR 150L,11490000,,0,NO_INFORMA,credito,NO,Sin gestión
HX-00297,2026-04-14,Formulario Web,EMP-03,PV-011,AKT Evo RS 150,7190000,72,1,NO,credito,SI,Perdido
HX-00298,2026-07-08,Meta Ads,EMP-02,PV-008,Bajaj Dominar 400,24900000,72,5,NO_INFORMA,no_informa,NO,Perdido
HX-00299,2026-06-24,WhatsApp,EMP-03,PV-014,Hero Dash 110,6290000,,0,SI,credito,SI,Sin gestión
HX-00300,2026-03-06,Formulario Web,EMP-02,PV-009,Bajaj Discover 125,6990000,120,2,SI,no_informa,SI,Perdido
HX-00301,2026-07-12,Meta Ads,EMP-03,PV-015,Bajaj Dominar 400,24900000,8,2,NO,contado,NO,Perdido
HX-00302,2026-06-16,Meta Ads,EMP-02,PV-008,Hero Xpulse 200,14990000,72,7,SI,credito,NO,Perdido
HX-00303,2026-04-02,WhatsApp,EMP-03,PV-015,Hero Xpulse 200,14990000,24,6,SI,credito,NO,Perdido
HX-00304,2026-04-07,Meta Ads,EMP-03,PV-011,Bajaj Boxer CT 100,5790000,16,5,NO,credito,NO,Perdido
HX-00305,2026-04-04,Meta Ads,EMP-02,PV-009,Bajaj Dominar 400,24900000,4,3,SI,credito,NO,Perdido
HX-00306,2026-06-08,Meta Ads,EMP-02,PV-008,AKT NKD 125,5290000,1,7,NO,credito,NO,Cerrado
HX-00307,2026-07-14,WhatsApp,EMP-02,PV-008,Honda Navi,7290000,0.5,4,NO,no_informa,NO,Perdido
HX-00308,2026-06-25,WhatsApp,EMP-03,PV-013,AKT Dynamic R3 125,5590000,0.5,7,NO_INFORMA,no_informa,NO,Cerrado
HX-00309,2026-07-07,WhatsApp,EMP-01,PV-003,AKT Evo RS 150,7190000,4,2,NO,credito,NO,Perdido
HX-00310,2026-07-27,WhatsApp,EMP-03,PV-012,Honda Dio 110,6890000,,0,SI,credito,NO,Sin gestión
HX-00311,2026-03-06,WhatsApp,EMP-02,PV-006,AKT NKD 125,5290000,8,2,NO,contado,NO,Perdido
HX-00312,2026-05-17,Formulario Web,EMP-02,PV-007,AKT Dynamic R3 125,5590000,4,6,SI,credito,SI,Perdido
HX-00313,2026-05-27,WhatsApp,EMP-03,PV-014,Honda XRE 300,22900000,16,1,SI,credito,NO,Perdido
HX-00314,2026-03-25,Meta Ads,EMP-02,PV-006,Suzuki GN 125,7490000,4,5,NO,credito,NO,Perdido
HX-00315,2026-05-13,WhatsApp,EMP-01,PV-005,AKT Dynamic R3 125,5590000,4,2,NO,no_informa,NO,Perdido
HX-00316,2026-05-25,Meta Ads,EMP-02,PV-010,Suzuki V-Strom 250,21900000,16,7,NO,credito,NO,Perdido
HX-00317,2026-05-16,WhatsApp,EMP-03,PV-015,Suzuki Gixxer 150,11990000,120,1,SI,no_informa,NO,Perdido
HX-00318,2026-03-12,Formulario Web,EMP-03,PV-015,Honda CB 190R,13990000,4,2,NO,credito,NO,Perdido
HX-00319,2026-03-06,WhatsApp,EMP-02,PV-007,Suzuki GN 125,7490000,4,7,SI,contado,NO,Perdido
HX-00320,2026-04-05,Meta Ads,EMP-01,PV-003,Suzuki Gixxer 150,11990000,2,4,NO,credito,NO,Perdido
HX-00321,2026-03-05,Formulario Web,EMP-02,PV-007,Bajaj Pulsar NS 125,8990000,48,2,NO,no_informa,NO,Perdido
HX-00322,2026-05-27,Meta Ads,EMP-02,PV-006,Hero Hunk 160R,10490000,48,3,SI,contado,NO,Perdido
HX-00323,2026-06-29,WhatsApp,EMP-02,PV-010,Suzuki Gixxer 150,11990000,2,1,NO_INFORMA,credito,NO,Perdido
HX-00324,2026-03-20,WhatsApp,EMP-03,PV-015,Bajaj Pulsar NS 160,11290000,,0,NO_INFORMA,credito,SI,Sin gestión
HX-00325,2026-03-30,WhatsApp,EMP-02,PV-007,Honda XR 150L,11490000,16,6,NO_INFORMA,credito,SI,Perdido
HX-00326,2026-07-22,Formulario Web,EMP-01,PV-004,Honda Navi,7290000,24,2,NO,credito,NO,Perdido
HX-00327,2026-06-27,WhatsApp,EMP-02,PV-006,Bajaj Pulsar NS 160,11290000,,0,NO,credito,NO,Sin gestión
HX-00328,2026-03-18,Meta Ads,EMP-03,PV-015,Suzuki GN 125,7490000,24,5,SI,contado,NO,Perdido
HX-00329,2026-06-12,Formulario Web,EMP-02,PV-006,Honda XR 150L,11490000,48,6,SI,no_informa,NO,Perdido
HX-00330,2026-04-07,WhatsApp,EMP-03,PV-011,Honda XRE 300,22900000,8,6,SI,no_informa,SI,Perdido
HX-00331,2026-04-29,WhatsApp,EMP-03,PV-013,Bajaj Dominar 400,24900000,2,5,NO,credito,NO,Perdido
HX-00332,2026-03-07,Formulario Web,EMP-02,PV-009,Honda Dio 110,6890000,120,4,SI,credito,NO,Perdido
HX-00333,2026-03-01,WhatsApp,EMP-01,PV-003,Honda CB 125F Twister,7990000,2,4,NO,credito,NO,Perdido
HX-00334,2026-04-17,WhatsApp,EMP-01,PV-002,Honda CB 125F Twister,7990000,16,2,NO,no_informa,NO,Perdido
HX-00335,2026-07-27,Meta Ads,EMP-03,PV-011,Honda XR 150L,11490000,2,5,NO,credito,SI,Perdido
HX-00336,2026-05-24,WhatsApp,EMP-03,PV-013,Bajaj Boxer CT 100,5790000,1,3,NO,credito,NO,Perdido
HX-00337,2026-04-13,WhatsApp,EMP-01,PV-005,Bajaj Pulsar NS 160,11290000,,0,NO_INFORMA,contado,NO,Sin gestión
HX-00338,2026-05-10,WhatsApp,EMP-03,PV-014,Honda Dio 110,6890000,0.5,4,NO_INFORMA,no_informa,NO,Perdido
HX-00339,2026-07-12,Meta Ads,EMP-01,PV-003,Honda CB 125F Twister,7990000,16,2,NO_INFORMA,credito,NO,Perdido
HX-00340,2026-07-10,Meta Ads,EMP-01,PV-005,Bajaj Boxer CT 100,5790000,16,3,NO,credito,NO,Perdido
HX-00341,2026-05-06,WhatsApp,EMP-03,PV-011,Hero Dash 110,6290000,16,2,NO_INFORMA,no_informa,NO,Perdido
HX-00342,2026-05-14,WhatsApp,EMP-01,PV-005,Honda Navi,7290000,16,7,NO,no_informa,SI,Perdido
HX-00343,2026-05-12,Meta Ads,EMP-03,PV-014,Honda CB 125F Twister,7990000,120,7,NO_INFORMA,credito,NO,Perdido
HX-00344,2026-06-01,WhatsApp,EMP-02,PV-007,AKT Dynamic R3 125,5590000,72,2,NO,credito,NO,Perdido
HX-00345,2026-03-28,WhatsApp,EMP-01,PV-003,Bajaj Pulsar NS 125,8990000,2,3,NO,credito,NO,Perdido
HX-00346,2026-07-23,WhatsApp,EMP-02,PV-009,AKT Evo RS 150,7190000,24,3,SI,credito,SI,Perdido
HX-00347,2026-04-10,WhatsApp,EMP-03,PV-011,Hero Xpulse 200,14990000,1,3,NO_INFORMA,credito,NO,Perdido
HX-00348,2026-04-09,WhatsApp,EMP-03,PV-011,Bajaj Pulsar NS 160,11290000,16,3,SI,credito,SI,Cerrado
HX-00349,2026-03-19,WhatsApp,EMP-03,PV-011,Hero Dash 110,6290000,120,5,NO,credito,SI,Perdido
HX-00350,2026-03-21,Formulario Web,EMP-02,PV-007,Suzuki V-Strom 250,21900000,1,2,SI,credito,NO,Perdido
HX-00351,2026-07-15,Meta Ads,EMP-01,PV-001,Honda XRE 300,22900000,8,5,NO_INFORMA,credito,NO,Perdido
HX-00352,2026-06-13,Meta Ads,EMP-02,PV-009,Suzuki Gixxer 150,11990000,48,7,NO,credito,SI,Perdido
HX-00353,2026-03-20,WhatsApp,EMP-02,PV-006,AKT NKD 125,5290000,,0,NO,contado,SI,Sin gestión
HX-00354,2026-06-14,Meta Ads,EMP-02,PV-010,Bajaj Pulsar NS 125,8990000,4,6,NO_INFORMA,credito,NO,Perdido
HX-00355,2026-04-02,WhatsApp,EMP-02,PV-010,Bajaj Pulsar NS 125,8990000,4,1,SI,credito,SI,Perdido
HX-00356,2026-07-26,WhatsApp,EMP-02,PV-006,Bajaj Discover 125,6990000,24,5,NO_INFORMA,credito,SI,Perdido
HX-00357,2026-07-27,Meta Ads,EMP-02,PV-006,Bajaj Dominar 400,24900000,120,5,SI,credito,NO,Perdido
HX-00358,2026-03-06,Meta Ads,EMP-03,PV-011,Honda CB 125F Twister,7990000,4,4,NO_INFORMA,credito,NO,Perdido
HX-00359,2026-06-01,WhatsApp,EMP-01,PV-001,Suzuki GN 125,7490000,24,3,NO_INFORMA,credito,NO,Perdido
HX-00360,2026-04-11,WhatsApp,EMP-02,PV-008,AKT Evo RS 150,7190000,72,4,SI,contado,NO,Perdido
HX-00361,2026-05-07,Formulario Web,EMP-01,PV-004,Bajaj Pulsar NS 125,8990000,72,6,NO,credito,SI,Perdido
HX-00362,2026-05-03,Meta Ads,EMP-02,PV-010,Bajaj Pulsar NS 125,8990000,16,1,NO_INFORMA,credito,NO,Perdido
HX-00363,2026-06-13,WhatsApp,EMP-03,PV-015,Bajaj Dominar 400,24900000,2,5,SI,no_informa,NO,Cerrado
HX-00364,2026-07-24,Meta Ads,EMP-01,PV-003,AKT Dynamic R3 125,5590000,,0,SI,no_informa,NO,Sin gestión
HX-00365,2026-04-28,Formulario Web,EMP-03,PV-011,Honda Dio 110,6890000,24,5,SI,credito,NO,Perdido
HX-00366,2026-05-24,WhatsApp,EMP-02,PV-007,Hero Eco Deluxe 100,4990000,120,7,NO,credito,SI,Perdido
HX-00367,2026-05-19,Meta Ads,EMP-03,PV-011,Honda Navi,7290000,2,5,NO_INFORMA,credito,SI,Perdido
HX-00368,2026-05-31,Meta Ads,EMP-02,PV-007,Hero Xpulse 200,14990000,2,3,NO,credito,NO,Perdido
HX-00369,2026-03-22,WhatsApp,EMP-03,PV-013,AKT Dynamic R3 125,5590000,0.5,6,SI,credito,SI,Perdido
HX-00370,2026-07-12,WhatsApp,EMP-03,PV-013,Hero Xpulse 200,14990000,4,7,SI,no_informa,NO,Cerrado
HX-00371,2026-05-23,WhatsApp,EMP-02,PV-007,Honda CB 190R,13990000,16,4,NO_INFORMA,contado,NO,Perdido
HX-00372,2026-06-14,Formulario Web,EMP-01,PV-003,AKT NKD 125,5290000,1,1,NO,credito,NO,Perdido
HX-00373,2026-06-07,WhatsApp,EMP-02,PV-010,Bajaj Pulsar NS 160,11290000,48,4,SI,no_informa,NO,Perdido
HX-00374,2026-05-20,Formulario Web,EMP-03,PV-012,Hero Hunk 160R,10490000,8,1,NO,no_informa,NO,Perdido
HX-00375,2026-04-11,WhatsApp,EMP-03,PV-015,Suzuki V-Strom 250,21900000,1,6,NO,no_informa,SI,Perdido
HX-00376,2026-06-25,Meta Ads,EMP-01,PV-005,Honda Dio 110,6890000,24,6,NO_INFORMA,credito,NO,Perdido
HX-00377,2026-06-12,Formulario Web,EMP-03,PV-013,Honda Navi,7290000,0.5,3,SI,credito,SI,Perdido
HX-00378,2026-05-18,WhatsApp,EMP-01,PV-005,Bajaj Pulsar NS 125,8990000,4,6,NO,credito,SI,Perdido
HX-00379,2026-07-05,Meta Ads,EMP-03,PV-011,AKT Dynamic R3 125,5590000,120,6,NO,credito,NO,Perdido
HX-00380,2026-04-07,WhatsApp,EMP-02,PV-010,Honda CB 190R,13990000,72,3,NO_INFORMA,credito,SI,Perdido
HX-00381,2026-06-15,Meta Ads,EMP-01,PV-002,AKT Dynamic R3 125,5590000,120,4,NO,credito,NO,Perdido
HX-00382,2026-04-11,Meta Ads,EMP-03,PV-014,AKT Evo RS 150,7190000,,0,NO_INFORMA,no_informa,SI,Sin gestión
HX-00383,2026-03-10,WhatsApp,EMP-03,PV-013,Honda XRE 300,22900000,120,4,SI,credito,NO,Perdido
HX-00384,2026-07-15,Meta Ads,EMP-02,PV-007,Hero Dash 110,6290000,2,5,SI,credito,NO,Perdido
HX-00385,2026-05-09,WhatsApp,EMP-02,PV-007,Honda CB 190R,13990000,8,5,NO,credito,NO,Perdido
HX-00386,2026-05-17,Meta Ads,EMP-03,PV-013,AKT NKD 125,5290000,1,5,NO,credito,SI,Perdido
HX-00387,2026-07-12,Meta Ads,EMP-03,PV-013,Hero Eco Deluxe 100,4990000,,0,NO_INFORMA,credito,NO,Sin gestión
HX-00388,2026-07-10,Meta Ads,EMP-01,PV-001,AKT Evo RS 150,7190000,1,3,NO_INFORMA,contado,NO,Perdido
HX-00389,2026-05-01,WhatsApp,EMP-01,PV-005,Honda XR 150L,11490000,72,4,SI,credito,NO,Perdido
HX-00390,2026-07-09,WhatsApp,EMP-03,PV-012,Hero Dash 110,6290000,2,7,NO,credito,NO,Perdido
HX-00391,2026-04-14,WhatsApp,EMP-02,PV-009,Honda Navi,7290000,,0,NO,credito,SI,Sin gestión
HX-00392,2026-05-24,WhatsApp,EMP-03,PV-012,Bajaj Boxer CT 100,5790000,1,4,SI,no_informa,NO,Perdido
HX-00393,2026-07-14,WhatsApp,EMP-01,PV-002,AKT NKD 125,5290000,72,7,NO,credito,NO,Perdido
HX-00394,2026-03-01,WhatsApp,EMP-01,PV-003,Suzuki Best 125,6590000,8,3,SI,credito,NO,Cerrado
HX-00395,2026-05-02,WhatsApp,EMP-03,PV-015,Hero Xpulse 200,14990000,8,2,SI,credito,SI,Perdido
HX-00396,2026-07-01,Meta Ads,EMP-02,PV-008,Honda CB 190R,13990000,1,7,SI,credito,SI,Perdido
HX-00397,2026-05-02,WhatsApp,EMP-01,PV-005,Honda Dio 110,6890000,0.5,6,NO_INFORMA,contado,SI,Perdido
HX-00398,2026-07-03,Meta Ads,EMP-02,PV-006,Bajaj Boxer CT 100,5790000,1,7,NO_INFORMA,no_informa,SI,Perdido
HX-00399,2026-06-28,Meta Ads,EMP-02,PV-007,Suzuki Gixxer 150,11990000,8,7,SI,credito,NO,Perdido
HX-00400,2026-05-19,WhatsApp,EMP-01,PV-002,Honda Navi,7290000,2,5,SI,no_informa,NO,Perdido
HX-00401,2026-03-03,Meta Ads,EMP-03,PV-014,AKT Dynamic R3 125,5590000,0.5,2,SI,no_informa,NO,Perdido
HX-00402,2026-07-10,Formulario Web,EMP-01,PV-005,AKT NKD 125,5290000,24,5,NO,no_informa,SI,Perdido
HX-00403,2026-04-21,Meta Ads,EMP-02,PV-009,Honda XR 150L,11490000,2,6,SI,credito,NO,Cerrado
HX-00404,2026-03-02,WhatsApp,EMP-03,PV-011,Hero Hunk 160R,10490000,120,6,NO_INFORMA,credito,NO,Perdido
HX-00405,2026-04-07,Formulario Web,EMP-02,PV-010,AKT TTR 200,9890000,2,2,NO_INFORMA,credito,NO,Perdido
HX-00406,2026-06-17,Meta Ads,EMP-02,PV-010,Hero Eco Deluxe 100,4990000,24,6,NO_INFORMA,credito,NO,Perdido
HX-00407,2026-05-02,WhatsApp,EMP-02,PV-009,AKT TTR 200,9890000,24,2,NO,credito,NO,Perdido
HX-00408,2026-05-22,WhatsApp,EMP-02,PV-007,Bajaj Pulsar RS 200,15490000,,0,NO_INFORMA,no_informa,NO,Sin gestión
HX-00409,2026-05-21,WhatsApp,EMP-02,PV-006,Honda Dio 110,6890000,16,3,NO_INFORMA,no_informa,NO,Perdido
HX-00410,2026-03-14,Meta Ads,EMP-01,PV-001,Bajaj Pulsar RS 200,15490000,8,6,NO_INFORMA,no_informa,NO,Perdido
HX-00411,2026-07-02,Formulario Web,EMP-01,PV-005,AKT TTR 200,9890000,1,5,NO_INFORMA,credito,SI,Cerrado
HX-00412,2026-06-11,Meta Ads,EMP-01,PV-001,Bajaj Dominar 400,24900000,2,7,SI,credito,NO,Perdido
HX-00413,2026-04-26,Meta Ads,EMP-01,PV-002,Hero Dash 110,6290000,120,6,NO,contado,NO,Cerrado
